query_table,query_column
csvData22475593__1.csv,TS%
csvData22475593__1.csv,USG%
csvData27587184__4.csv,GmSc
csvData27587184__4.csv,ORtg
csvData27587184__4.csv,TOV%
csvData27587184__4.csv,TRB%
csvData27587184__4.csv,USG%
csvData16773669__3.csv,RBI
csvData16773669__3.csv,SLG
csvData24807247__15.csv,RBI
csvData29346752__7.csv,OBP
csvData29346752__7.csv,Player
csvData26604328__4.csv,DRB%
csvData26604328__4.csv,DRtg
csvData26604328__4.csv,STL%
csvData26604328__4.csv,eFG%
csvData27987124__4.csv,AVG
csvData27987124__4.csv,GIDP
csvData27987124__4.csv,OPS
csvData27987124__4.csv,POS
csvData27987124__4.csv,Player
csvData27987124__4.csv,SLG
csvData3383853__0.csv,OPS
csvData3383853__0.csv,POS
csvData3383853__0.csv,SLG
csvData3383853__0.csv,Team
csvData10212811__3.csv,GIDP
csvData10212811__3.csv,POS
csvData10212811__3.csv,Player
csvData10212811__3.csv,Team
csvData9739809__16.csv,GIDP
csvData9739809__16.csv,POS
csvData21329068__2.csv,AST%
csvData21329068__2.csv,DRtg
csvData21329068__2.csv,ORB%
csvData21329068__2.csv,TRB%
csvData21329068__2.csv,USG%
csvData16382327__4.csv,AST%
csvData16382327__4.csv,DRB%
csvData16382327__4.csv,ORB%
csvData16382327__4.csv,STL%
csvData16382327__4.csv,TRB%
csvData22709338__1.csv,Date
csvData20535739__15.csv,OPS
csvData20535739__15.csv,Player
csvData20535739__15.csv,Team
csvData2761087__13.csv,Player
csvData2761087__13.csv,RBI
csvData15894443__6.csv,AGE
csvData15894443__6.csv,AVG
csvData15894443__6.csv,PPF
csvData15894443__6.csv,YEAR
csvData15894443__6.csv,oppAVG
csvData15894443__6.csv,oppOBP
csvData15894443__6.csv,oppSLG
csvData15894443__6.csv,oppTAv
csvData8288967__12.csv,Inn
csvData8288967__12.csv,RF/9
csvData8288967__12.csv,RF/G
csvData9205349__1.csv,G/60
csvData9205349__1.csv,Shots
csvData9205349__1.csv,Team
csvData9205349__1.csv,iCorsi/60
csvData16114577__10.csv,SLG
csvData16114577__10.csv,Team
csvData1786628__4.csv,Date
csvData1786628__4.csv,ORB%
csvData1786628__4.csv,Opp
csvData1786628__4.csv,STL%
csvData1786628__4.csv,TRB%
csvData1786628__4.csv,USG%
csvData26929064__0.csv,AST%
csvData26929064__0.csv,BLK%
csvData26929064__0.csv,GmSc
csvData26929064__0.csv,TOV%
csvData26929064__0.csv,TS%
csvData19553885__9.csv,Player
csvData22266740__4.csv,BLK%
csvData22266740__4.csv,Date
csvData22266740__4.csv,GmSc
csvData22266740__4.csv,ORB%
csvData436368__8.csv,AVG
csvData436368__8.csv,RBI
csvData436368__8.csv,Team
csvData21642271__1.csv,FirstA/60
csvData21642271__1.csv,Player Name
csvData21642271__1.csv,Points/60
csvData21642271__1.csv,Shots/60
csvData21642271__1.csv,Team
csvData21642271__1.csv,iCorsi
csvData21642271__1.csv,iFenwick
csvData27627434__4.csv,AST%
csvData27627434__4.csv,Age
csvData27627434__4.csv,BLK%
csvData27627434__4.csv,DRB%
csvData27627434__4.csv,USG%
csvData27627434__4.csv,eFG%
csvData1902536__7.csv,Team
csvData10749767__0.csv,GIDP
csvData10749767__0.csv,POS
csvData10749767__0.csv,SLG
csvData15745723__4.csv,OPS
csvData15933779__2.csv,Age
csvData15933779__2.csv,BLK%
csvData15933779__2.csv,ORB%
csvData15933779__2.csv,Opp
csvData15933779__2.csv,USG%
csvData15933779__2.csv,eFG%
csvData24341501__0.csv,LVL
csvData24341501__0.csv,NAME
csvData24341501__0.csv,PPF
csvData24341501__0.csv,TEAM
csvData24341501__0.csv,YEAR
csvData24341501__0.csv,oppOBP
csvData24341501__0.csv,oppOPS
csvData12441316__0.csv,AST%
csvData12441316__0.csv,DRB%
csvData12441316__0.csv,ORB%
csvData12441316__0.csv,TRB%
csvData12441316__0.csv,TS%
csvData12441316__0.csv,USG%
csvData12441316__0.csv,eFG%
csvData15641377__2.csv,Age
csvData15641377__2.csv,BLK%
csvData15641377__2.csv,DRB%
csvData15641377__2.csv,Date
csvData15641377__2.csv,GmSc
csvData15641377__2.csv,Opp
csvData15641377__2.csv,eFG%
csvData14690251__2.csv,AVG
csvData14690251__2.csv,GIDP
csvData14690251__2.csv,OBP
csvData14690251__2.csv,Player
csvData14690251__2.csv,Team
csvData18926379__2.csv,Age
csvData18926379__2.csv,GmSc
csvData18926379__2.csv,ORB%
csvData18926379__2.csv,ORtg
csvData18926379__2.csv,Opp
csvData18926379__2.csv,USG%
csvData2590167__3.csv,POS
csvData2590167__3.csv,SLG
csvData13703215__8.csv,Pos
csvData13703215__8.csv,Team
csvData13434912__0.csv,POS
csvData13434912__0.csv,RBI
csvData13434912__0.csv,Team
csvData11957850__1.csv,BLK%
csvData11957850__1.csv,DRB%
csvData11957850__1.csv,DRtg
csvData11957850__1.csv,GmSc
csvData11957850__1.csv,Opp
csvData11957850__1.csv,STL%
csvData11957850__1.csv,USG%
csvData29383799__14.csv,GIDP
csvData29383799__14.csv,POS
csvData8288967__11.csv,Inn
csvData8288967__11.csv,RF/G
csvData15965777__3.csv,AVG
csvData15965777__3.csv,Player
csvData29453038__11.csv,AVG
csvData29453038__11.csv,GIDP
csvData29453038__11.csv,Player
csvData29453038__11.csv,Team
csvData4676916__1.csv,OPS
csvData4676916__1.csv,SLG
csvData4676916__1.csv,Team
csvData8288967__15.csv,Age
csvData8288967__15.csv,Name
csvData8288967__15.csv,RF/9
csvData8288967__15.csv,RsbP
csvData9768769__4.csv,GIDP
csvData9768769__4.csv,OBP
csvData9768769__4.csv,Team
csvData26651945__7.csv,AVG
csvData26651945__7.csv,GIDP
csvData26651945__7.csv,OPS
csvData29402006__5.csv,OPS
csvData21198812__4.csv,GIDP
csvData21198812__4.csv,POS
csvData21198812__4.csv,Player
csvData7104405__19.csv,AVG
csvData7104405__19.csv,Player
csvData7104405__19.csv,RBI
csvData13227194__2.csv,OPS
csvData13227194__2.csv,SLG
csvData13227194__2.csv,Team
csvData13997791__6.csv,POS
csvData13997791__6.csv,SLG
csvData7401568__19.csv,OBP
csvData7401568__19.csv,RBI
csvData27420957__0.csv,Acquired
csvData27420957__0.csv,Name
csvData27420957__0.csv,RAA
csvData27420957__0.csv,Rdp
csvData27420957__0.csv,Rrep
csvData27420957__0.csv,WAA
csvData27420957__0.csv,WAR
csvData27420957__0.csv,waaWL%
csvData19898919__5.csv,DRtg
csvData19898919__5.csv,GmSc
csvData19898919__5.csv,ORB%
csvData19898919__5.csv,ORtg
csvData19898919__5.csv,Opp
csvData28386553__1.csv,GIDP
csvData28386553__1.csv,POS
csvData28386553__1.csv,Player
csvData16083137__3.csv,AST%
csvData16083137__3.csv,Age
csvData16083137__3.csv,ORB%
csvData16083137__3.csv,TRB%
csvData16083137__3.csv,USG%
csvData16083137__3.csv,eFG%
csvData26651945__10.csv,GIDP
csvData26651945__10.csv,Player
csvData26651945__10.csv,Team
csvData19621512__0.csv,PPF
csvData19621512__0.csv,SLG
csvData19621512__0.csv,TEAM
csvData19621512__0.csv,VORP
csvData19621512__0.csv,oppTAv
csvData6605406__3.csv,3P%
csvData6605406__3.csv,APG
csvData6605406__3.csv,FGM
csvData6605406__3.csv,FTA
csvData6605406__3.csv,PPG
csvData6605406__3.csv,SPG
csvData8288967__18.csv,Name
csvData24807247__7.csv,RBI
csvData16000106__3.csv,Player
csvData16000106__3.csv,SLG
csvData16000106__3.csv,Team
csvData4829958__0.csv,Age
csvData4829958__0.csv,BABIP
csvData4829958__0.csv,LD%
csvData3653270__1.csv,Name
csvData3653270__1.csv,a/s
csvData3653270__1.csv,digs
csvData3653270__1.csv,pct
csvData3653270__1.csv,pts/s
csvData3653270__1.csv,sa/s
csvData20409520__4.csv,AST%
csvData20409520__4.csv,Age
csvData20409520__4.csv,DRB%
csvData20409520__4.csv,DRtg
csvData20409520__4.csv,GmSc
csvData20409520__4.csv,STL%
csvData20409520__4.csv,USG%
csvData2761087__19.csv,RBI
csvData17093328__5.csv,AST%
csvData17093328__5.csv,DRtg
csvData17093328__5.csv,ORB%
csvData17093328__5.csv,STL%
csvData4290459__0.csv,AST%
csvData4290459__0.csv,Age
csvData4290459__0.csv,DRtg
csvData4290459__0.csv,ORB%
csvData4290459__0.csv,TOV%
csvData4290459__0.csv,USG%
csvData4290459__0.csv,eFG%
csvData19621512__2.csv,OBP
csvData19621512__2.csv,PPF
csvData19621512__2.csv,TEAM
csvData19621512__2.csv,VORP
csvData19621512__2.csv,oppTAv
csvData15965777__5.csv,GIDP
csvData15965777__5.csv,OBP
csvData15965777__5.csv,POS
csvData15965777__5.csv,RBI
csvData17302070__9.csv,AVG
csvData17302070__9.csv,GIDP
csvData17302070__9.csv,POS
csvData17302070__9.csv,RBI
csvData17302070__9.csv,Team
csvData10025189__5.csv,OBP
csvData29453038__1.csv,GIDP
csvData29453038__1.csv,OPS
csvData29453038__1.csv,Player
csvData21675463__8.csv,OPS
csvData21675463__8.csv,POS
csvData21675463__8.csv,RBI
csvData21675463__8.csv,SLG
csvData7615166__7.csv,OBP
csvData7615166__7.csv,Player
csvData7615166__7.csv,RBI
csvData8620997__1.csv,AVG
csvData8620997__1.csv,OPS
csvData18661263__1.csv,GIDP
csvData18661263__1.csv,Team
csvData19553885__8.csv,Player
csvData19553885__8.csv,SLG
csvData15497713__0.csv,VORP
csvData15497713__0.csv,YEAR
csvData15497713__0.csv,oppOBP
csvData15497713__0.csv,oppOPS
csvData15497713__0.csv,oppRPA+
csvData22658714__14.csv,GIDP
csvData22658714__14.csv,RBI
csvData15894443__14.csv,LVL
csvData15894443__14.csv,VORP
csvData15894443__14.csv,oppAVG
csvData15894443__14.csv,oppOBP
csvData21877600__3.csv,AST%
csvData21877600__3.csv,BLK%
csvData21877600__3.csv,GmSc
csvData21877600__3.csv,TOV%
csvData21877600__3.csv,eFG%
csvData2879490__7.csv,AVG
csvData2879490__7.csv,GIDP
csvData2879490__7.csv,OPS
csvData2879490__7.csv,POS
csvData1444875__9.csv,OBP
csvData1444875__9.csv,POS
csvData8549891__2.csv,AGE
csvData8549891__2.csv,VORP
csvData8549891__2.csv,YEAR
csvData8549891__2.csv,oppSLG
csvData9103974__6.csv,AGE
csvData9103974__6.csv,NAME
csvData9103974__6.csv,VORP
csvData9103974__6.csv,YEAR
csvData9103974__6.csv,oppSLG
csvData25437325__1.csv,AVG
csvData25437325__1.csv,OBP
csvData25437325__1.csv,OPS
csvData25437325__1.csv,POS
csvData25437325__1.csv,Player
csvData25437325__1.csv,Team
csvData23935204__1.csv,BLK%
csvData23935204__1.csv,DRB%
csvData23935204__1.csv,ORB%
csvData23935204__1.csv,Opp
csvData28287733__3.csv,Date
csvData28287733__3.csv,Opponent
csvData18493125__3.csv,Player
csvData18493125__3.csv,RBI
csvData18493125__3.csv,SLG
csvData18493125__3.csv,Team
csvData2590167__18.csv,GIDP
csvData2590167__18.csv,OPS
csvData2590167__18.csv,Player
csvData2590167__18.csv,RBI
csvData2590167__18.csv,SLG
csvData2590167__18.csv,Team
csvData22241580__2.csv,C-G#
csvData22241580__2.csv,GDP
csvData22241580__2.csv,IBB
csvData22241580__2.csv,Result
csvData18718052__2.csv,Player
csvData4676916__0.csv,OPS
csvData4676916__0.csv,SLG
csvData4676916__0.csv,Team
csvData29383799__0.csv,Team
csvData15745723__15.csv,POS
csvData15745723__15.csv,Player
csvData15745723__15.csv,Team
csvData11846795__1.csv,Age
csvData11846795__1.csv,Rtot
csvData15933779__0.csv,BLK%
csvData15933779__0.csv,USG%
csvData15933779__0.csv,eFG%
csvData13703215__3.csv,OBP
csvData13703215__3.csv,OPS
csvData13703215__3.csv,Player Name
csvData13703215__3.csv,Team
csvData19621512__1.csv,OBP
csvData19621512__1.csv,PPF
csvData19621512__1.csv,SLG
csvData19621512__1.csv,TEAM
csvData19621512__1.csv,VORP
csvData19621512__1.csv,oppTAv
csvData4290459__1.csv,Age
csvData4290459__1.csv,DRtg
csvData4290459__1.csv,ORB%
csvData4290459__1.csv,TOV%
csvData4290459__1.csv,USG%
csvData4290459__1.csv,eFG%
csvData21647644__8.csv,AVG
csvData27987124__12.csv,GIDP
csvData27987124__12.csv,Player
csvData27987124__12.csv,RBI
csvData7434868__2.csv,FGA
csvData7434868__2.csv,RPG
csvData8930847__2.csv,DRB%
csvData8930847__2.csv,STL%
csvData8930847__2.csv,TOV%
csvData16114577__1.csv,POS
csvData6605406__0.csv,BPG
csvData6605406__0.csv,DRB
csvData6605406__0.csv,FGM
csvData6605406__0.csv,SPG
csvData19072013__2.csv,GIDP
csvData19072013__2.csv,Player
csvData2852713__15.csv,Name
csvData2852713__15.csv,Pos Summary
csvData2852713__15.csv,Rbaser
csvData2852713__15.csv,Rpos
csvData2852713__15.csv,Salary
csvData2852713__15.csv,oRAR
csvData2852713__15.csv,oWAR
csvData22418917__5.csv,BLK%
csvData22418917__5.csv,ORtg
csvData22418917__5.csv,USG%
csvData22418917__5.csv,eFG%
csvData28672318__5.csv,GDP
csvData28672318__5.csv,Game Date
csvData28672318__5.csv,RBI
csvData28672318__5.csv,Result
csvData14213420__0.csv,GIDP
csvData14213420__0.csv,POS
csvData14213420__0.csv,RBI
csvData14213420__0.csv,SLG
csvData27008272__5.csv,3P%
csvData27008272__5.csv,FGA
csvData27008272__5.csv,FGM
csvData27008272__5.csv,FT%
csvData27008272__5.csv,PPG
csvData27008272__5.csv,RPG
csvData27008272__5.csv,SPG
csvData27008272__5.csv,TOV
csvData27008272__5.csv,Team
csvData26522418__3.csv,AST%
csvData26522418__3.csv,STL%
csvData26522418__3.csv,TRB%
csvData26522418__3.csv,USG%
csvData11585188__1.csv,AST%
csvData11585188__1.csv,Age
csvData11585188__1.csv,BLK%
csvData11585188__1.csv,Date
csvData11585188__1.csv,GmSc
csvData11585188__1.csv,ORB%
csvData11585188__1.csv,TS%
csvData4823585__0.csv,Player
csvData18786685__0.csv,3P%
csvData18786685__0.csv,BPG
csvData18786685__0.csv,FGM
csvData18786685__0.csv,FT%
csvData18786685__0.csv,MPG
csvData18786685__0.csv,ORB
csvData18786685__0.csv,Player
csvData8479264__4.csv,OBP
csvData8479264__4.csv,POS
csvData8479264__4.csv,Player
csvData1102081__9.csv,OBP
csvData1102081__9.csv,RBI
csvData1102081__9.csv,Team
csvData5376485__1.csv,AVG
csvData5376485__1.csv,Team
csvData8770780__8.csv,DRtg
csvData8770780__8.csv,ORB%
csvData8770780__8.csv,ORtg
csvData8770780__8.csv,STL%
csvData8770780__8.csv,TOV%
csvData8770780__8.csv,TS%
csvData15745723__19.csv,POS
csvData15745723__19.csv,Player
csvData15745723__19.csv,Team
csvData8066901__8.csv,OPS
csvData8066901__8.csv,POS
csvData25450714__3.csv,POS
csvData1786628__6.csv,AST%
csvData1786628__6.csv,Age
csvData1786628__6.csv,Date
csvData1786628__6.csv,ORtg
csvData1786628__6.csv,Opp
csvData1786628__6.csv,TRB%
csvData1786628__6.csv,USG%
csvData1786628__6.csv,eFG%
csvData8992728__5.csv,AST%
csvData8992728__5.csv,GmSc
csvData8992728__5.csv,ORtg
csvData8992728__5.csv,TOV%
csvData8992728__5.csv,TS%
csvData15497713__2.csv,YEAR
csvData15497713__2.csv,oppOBP
csvData15497713__2.csv,oppOPS
csvData15497713__2.csv,oppRPA+
csvData2832935__3.csv,Date
csvData10074535__12.csv,AVG
csvData10074535__12.csv,OPS
csvData10074535__12.csv,POS
csvData10074535__12.csv,SLG
csvData26651945__12.csv,Player
csvData26651945__12.csv,RBI
csvData19688700__3.csv,GIDP
csvData19688700__3.csv,OPS
csvData19688700__3.csv,Player
csvData19688700__3.csv,RBI
csvData10088067__17.csv,IAP
csvData10088067__17.csv,Points/60
csvData10088067__17.csv,TOI
csvData8479264__6.csv,OBP
csvData8479264__6.csv,OPS
csvData8479264__6.csv,POS
csvData8479264__6.csv,Player
csvData8479264__6.csv,RBI
csvData29331554__3.csv,Date
csvData29331554__3.csv,GmSc
csvData29331554__3.csv,ORB%
csvData29331554__3.csv,TRB%
csvData29331554__3.csv,TS%
csvData29331554__3.csv,USG%
csvData16773977__3.csv,FTM
csvData16773977__3.csv,MPG
csvData16773977__3.csv,SPG
csvData16773977__3.csv,TOV
csvData16773977__3.csv,Team
csvData19132138__15.csv,AGE
csvData19132138__15.csv,AVG
csvData19132138__15.csv,OBP
csvData19132138__15.csv,VORP
csvData19132138__15.csv,oppOPS
csvData1444875__15.csv,AVG
csvData1444875__15.csv,POS
csvData1444875__15.csv,SLG
csvData1444875__15.csv,Team
csvData16589458__0.csv,ORtg
csvData16589458__0.csv,Opp
csvData16589458__0.csv,STL%
csvData10088067__0.csv,IPP
csvData10088067__0.csv,Player Name
csvData10088067__0.csv,Points
csvData10088067__0.csv,Shots
csvData13771482__3.csv,AVG
csvData13771482__3.csv,POS
csvData13771482__3.csv,Player
csvData13771482__3.csv,Team
csvData2852713__18.csv,Name
csvData2852713__18.csv,Pos Summary
csvData2852713__18.csv,Rbaser
csvData2852713__18.csv,Salary
csvData2852713__18.csv,oRAR
csvData2852713__18.csv,oWAR
csvData13051044__4.csv,TRB%
csvData13051044__4.csv,eFG%
csvData6605406__5.csv,3P%
csvData6605406__5.csv,APG
csvData6605406__5.csv,FGM
csvData6605406__5.csv,FTM
csvData6605406__5.csv,SPG
csvData8479264__13.csv,Player
csvData13336059__17.csv,Player
csvData13336059__8.csv,AVG
csvData13336059__8.csv,RBI
csvData2590167__7.csv,OBP
csvData2590167__7.csv,RBI
csvData3364782__4.csv,SLG
csvData8288967__13.csv,RF/9
csvData8288967__13.csv,RF/G
csvData8479264__3.csv,OPS
csvData8479264__3.csv,SLG
csvData22688206__2.csv,DRB%
csvData7615166__5.csv,Player
csvData12168209__2.csv,avg
csvData12168209__2.csv,rbi
csvData9469123__0.csv,AGE
csvData9469123__0.csv,AVG
csvData9469123__0.csv,OBP
csvData9469123__0.csv,TEAM
csvData9469123__0.csv,VORP
csvData9469123__0.csv,oppTAv
csvData16114577__11.csv,OPS
csvData16114577__11.csv,SLG
csvData16114577__11.csv,Team
csvData25283220__7.csv,AVG
csvData25283220__7.csv,POS
csvData25283220__7.csv,Player
csvData19621512__15.csv,AVG
csvData19621512__15.csv,oppOBP
csvData18784108__0.csv,Player
csvData3461808__2.csv,BLK%
csvData3461808__2.csv,GmSc
csvData3461808__2.csv,ORB%
csvData3461808__2.csv,ORtg
csvData3461808__2.csv,STL%
csvData3461808__2.csv,TRB%
csvData5124506__1.csv,AVG
csvData5124506__1.csv,Player
csvData10547086__8.csv,AVG
csvData10547086__8.csv,OPS
csvData5376485__5.csv,AVG
csvData5376485__5.csv,SLG
csvData3383853__9.csv,OPS
csvData3383853__9.csv,Player
csvData3383853__9.csv,Team
csvData10027553__15.csv,Player
csvData10027553__15.csv,Team
csvData29383799__13.csv,GIDP
csvData29383799__13.csv,OBP
csvData29383799__13.csv,POS
csvData9964039__1.csv,IAP
csvData9964039__1.csv,IGP
csvData9964039__1.csv,Points
csvData9103974__8.csv,AGE
csvData9103974__8.csv,PPF
csvData9103974__8.csv,VORP
csvData9103974__8.csv,YEAR
csvData9103974__8.csv,oppSLG
csvData18661263__13.csv,Player
csvData17658548__0.csv,avg
csvData17658548__0.csv,hbp
csvData17658548__0.csv,rbi
csvData15745723__9.csv,AVG
csvData15745723__9.csv,GIDP
csvData15745723__9.csv,OPS
csvData15745723__9.csv,SLG
csvData21084464__7.csv,Player
csvData16114577__3.csv,POS
csvData11331104__2.csv,AST%
csvData11331104__2.csv,BLK%
csvData11331104__2.csv,DRtg
csvData11331104__2.csv,Date
csvData11331104__2.csv,STL%
csvData11331104__2.csv,TS%
csvData2590167__16.csv,GIDP
csvData2590167__16.csv,OPS
csvData2590167__16.csv,Player
csvData2590167__16.csv,Team
csvData15933779__5.csv,AST%
csvData15933779__5.csv,DRB%
csvData15933779__5.csv,Date
csvData15933779__5.csv,ORtg
csvData15933779__5.csv,TOV%
csvData15933779__5.csv,TS%
csvData26651945__8.csv,GIDP
csvData26651945__8.csv,Player
csvData26651945__8.csv,Team
csvData158232__2.csv,a/s
csvData158232__2.csv,b/s
csvData158232__2.csv,pct
csvData158232__2.csv,pts
csvData158232__2.csv,tot
csvData25450714__5.csv,AVG
csvData25450714__5.csv,GIDP
csvData25450714__5.csv,OBP
csvData25450714__5.csv,RBI
csvData19621512__4.csv,SLG
csvData19621512__4.csv,TEAM
csvData19621512__4.csv,VORP
csvData19621512__4.csv,oppTAv
csvData19130941__1.csv,GIDP
csvData19130941__1.csv,OPS
csvData19130941__1.csv,Player
csvData19130941__1.csv,RBI
csvData19130941__1.csv,SLG
csvData2485779__6.csv,OBP
csvData2485779__6.csv,SLG
csvData27008272__8.csv,DRB
csvData27008272__8.csv,FTM
csvData27008272__8.csv,ORB
csvData20535739__13.csv,OBP
csvData20535739__13.csv,OPS
csvData20535739__13.csv,Player
csvData20535739__13.csv,Team
csvData9469123__13.csv,TEAM
csvData9469123__13.csv,YEAR
csvData9469123__13.csv,oppOBP
csvData9469123__13.csv,oppRPA+
csvData5124506__3.csv,OPS
csvData5124506__3.csv,RBI
csvData5124506__3.csv,Team
csvData20075499__10.csv,OBP
csvData20075499__10.csv,SLG
csvData20075499__10.csv,Team
csvData2688573__0.csv,Date
csvData2688573__0.csv,score
csvData5124506__7.csv,OBP
csvData5124506__7.csv,SLG
csvData5124506__7.csv,Team
csvData1303939__4.csv,GIDP
csvData1303939__4.csv,SLG
csvData14963477__5.csv,OBP
csvData24591574__1.csv,AST%
csvData24591574__1.csv,DRtg
csvData24591574__1.csv,TOV%
csvData24591574__1.csv,TS%
csvData24591574__1.csv,USG%
csvData2852713__17.csv,Name
csvData2852713__17.csv,Pos Summary
csvData2852713__17.csv,Rbaser
csvData2852713__17.csv,Rpos
csvData2852713__17.csv,Salary
csvData2852713__17.csv,oRAR
csvData2852713__17.csv,oWAR
csvData14957253__3.csv,BLK%
csvData14957253__3.csv,TOV%
csvData14957253__3.csv,USG%
csvData24807247__14.csv,POS
csvData24807247__14.csv,RBI
csvData8770780__6.csv,DRtg
csvData8770780__6.csv,ORB%
csvData8770780__6.csv,ORtg
csvData8770780__6.csv,TOV%
csvData23033509__2.csv,GIDP
csvData23033509__2.csv,Player
csvData23033509__2.csv,SLG
csvData8549891__3.csv,AGE
csvData8549891__3.csv,AVG
csvData8549891__3.csv,VORP
csvData8549891__3.csv,YEAR
csvData8549891__3.csv,oppSLG
csvData16736013__6.csv,FGA
csvData7222492__0.csv,BPG
csvData7222492__0.csv,MPG
csvData7222492__0.csv,RPG
csvData3364782__12.csv,POS
csvData3364782__12.csv,Player
csvData9739809__9.csv,GIDP
csvData9739809__9.csv,Player
csvData9469123__3.csv,AVG
csvData9469123__3.csv,OBP
csvData9469123__3.csv,TEAM
csvData9469123__3.csv,VORP
csvData9469123__3.csv,oppTAv
csvData19553885__13.csv,GIDP
csvData19553885__13.csv,RBI
csvData14963477__3.csv,RBI
csvData13523115__4.csv,PPF
csvData13523115__4.csv,SLG
csvData13523115__4.csv,TEAM
csvData13523115__4.csv,oppOBP
csvData24591574__2.csv,DRtg
csvData24591574__2.csv,TS%
csvData24591574__2.csv,USG%
csvData5443049__1.csv,AVG
csvData5443049__1.csv,OBP
csvData15965777__2.csv,POS
csvData15965777__2.csv,Player
csvData13726780__0.csv,DRB%
csvData13726780__0.csv,DRtg
csvData13726780__0.csv,ORB%
csvData13726780__0.csv,USG%
csvData13726780__0.csv,eFG%
csvData26761314__3.csv,AST%
csvData26761314__3.csv,BLK%
csvData26761314__3.csv,Date
csvData26761314__3.csv,STL%
csvData26761314__3.csv,TS%
csvData26761314__3.csv,USG%
csvData26761314__3.csv,eFG%
csvData6260469__2.csv,SLG
csvData4798003__2.csv,Player
csvData13523115__11.csv,oppAVG
csvData13523115__11.csv,oppOPS
csvData13523115__11.csv,oppRPA+
csvData29383799__12.csv,GIDP
csvData29383799__12.csv,POS
csvData2485779__5.csv,OPS
csvData2485779__5.csv,RBI
csvData2485779__5.csv,Team
csvData14297814__1.csv,Arch-Thru
csvData14297814__1.csv,Frame (Except Culverts)
csvData14297814__1.csv,Segmental Box Girder
csvData14297814__1.csv,Stayed Girder
csvData14297814__1.csv,Truss-Deck
csvData14297814__1.csv,Tunnel
csvData16984008__2.csv,DRtg
csvData16984008__2.csv,ORB%
csvData16984008__2.csv,STL%
csvData16984008__2.csv,TOV%
csvData16984008__2.csv,TS%
csvData16984008__2.csv,USG%
csvData13638124__8.csv,GIDP
csvData13638124__8.csv,Player
csvData919002__0.csv,BLK%
csvData6444295__5.csv,FGA
csvData6444295__5.csv,FGM
csvData6444295__5.csv,MPG
csvData6444295__5.csv,Player
csvData29383799__1.csv,Team
csvData18493125__15.csv,GIDP
csvData18493125__15.csv,Player
csvData10163568__3.csv,AST%
csvData10163568__3.csv,BLK%
csvData10163568__3.csv,DRB%
csvData10163568__3.csv,DRtg
csvData10163568__3.csv,STL%
csvData10163568__3.csv,TOV%
csvData10163568__3.csv,eFG%
csvData26853929__6.csv,HBP
csvData26853929__6.csv,SLG
csvData15025720__2.csv,C-G#
csvData15025720__2.csv,Notes
csvData15025720__2.csv,Team
csvData2852713__10.csv,Acquired
csvData2852713__10.csv,RAR
csvData2852713__10.csv,Rbat
csvData2852713__10.csv,WAA
csvData2852713__10.csv,WAR
csvData2852713__10.csv,dWAR
csvData25437325__2.csv,AVG
csvData25437325__2.csv,OPS
csvData25437325__2.csv,Player
csvData25437325__2.csv,Team
csvData25450714__17.csv,AVG
csvData25450714__17.csv,Player
csvData7259418__0.csv,AST%
csvData7259418__0.csv,GmSc
csvData7259418__0.csv,ORtg
csvData7259418__0.csv,Opp
csvData7259418__0.csv,STL%
csvData7259418__0.csv,TRB%
csvData7259418__0.csv,eFG%
csvData6917053__0.csv,AVG
csvData6917053__0.csv,POS
csvData20099586__3.csv,POS
csvData20099586__3.csv,Team
csvData21084464__2.csv,Player
csvData22475593__2.csv,AST%
csvData22475593__2.csv,DRB%
csvData22475593__2.csv,DRtg
csvData22475593__2.csv,Opp
csvData22475593__2.csv,USG%
csvData17302070__7.csv,Player
csvData17302070__7.csv,SLG
csvData17302070__7.csv,Team
csvData1102081__10.csv,RBI
csvData11387111__5.csv,Age
csvData11387111__5.csv,BLK%
csvData11387111__5.csv,Date
csvData11387111__5.csv,ORB%
csvData11387111__5.csv,TS%
csvData11387111__5.csv,eFG%
csvData21647644__7.csv,AVG
csvData18493125__14.csv,GIDP
csvData18493125__14.csv,Player
csvData19114693__14.csv,TOI/G
csvData3726343__8.csv,GIDP
csvData3726343__8.csv,Team
csvData28219100__1.csv,DRtg
csvData28219100__1.csv,ORtg
csvData28219100__1.csv,eFG%
csvData21873021__7.csv,AVG
csvData21873021__7.csv,Player
csvData26672678__0.csv,Player
csvData2761087__16.csv,RBI
csvData2761087__16.csv,Team
csvData10027553__12.csv,Player
csvData10027553__12.csv,Team
csvData2660625__0.csv,AST%
csvData2660625__0.csv,Date
csvData2660625__0.csv,ORtg
csvData2660625__0.csv,STL%
csvData2660625__0.csv,TOV%
csvData17302070__8.csv,GIDP
csvData17302070__8.csv,OBP
csvData17302070__8.csv,POS
csvData17302070__8.csv,RBI
csvData17302070__8.csv,Team
csvData2852713__16.csv,Pos Summary
csvData2852713__16.csv,Rbaser
csvData2852713__16.csv,Rpos
csvData2852713__16.csv,Salary
csvData2679641__13.csv,OBP
csvData2679641__13.csv,SLG
csvData2679641__13.csv,Team
csvData12509809__3.csv,Inn
csvData12509809__3.csv,Rdrs/yr
csvData13997791__3.csv,SLG
csvData13523115__10.csv,LVL
csvData13523115__10.csv,PPF
csvData13523115__10.csv,SLG
csvData13523115__10.csv,oppAVG
csvData13523115__10.csv,oppOPS
