School Year,District Code,District Name,School Code,Grade Span,School Name,Total Enrollment,Low Income Enrollment,Poverty Percentage,School Eligibility,School Program Type,School Improvement Status,Allocation,Act_PPE
2007-08,137,PARMA DISTRICT,0282,*5*6*7*8*,PARMA MIDDLE SCHOOL,336,212,0.630952380952381,Eligible,Targeted Assistance,Y,79654,376
2007-08,137,PARMA DISTRICT,0456,*K*1*2*3*4*,MAXINE JOHNSON ELEMENTARY,430,258,0.6,Eligible,Schoolwide,Y,107659,417
2007-08,139,VALLIVUE SCHOOL DISTRICT,0074,*9*10*11*12*,VALLIVUE HIGH SCHOOL,1519,619,0.407504937458855,Eligible,Not Serving,Y,0,0
2007-08,139,VALLIVUE SCHOOL DISTRICT,0460,*K*1*2*3*4*5*,EAST CANYON ELEMENTARY SCHOOL,575,345,0.6,Eligible,Schoolwide,N,73950,214
2007-08,139,VALLIVUE SCHOOL DISTRICT,0461,*K*1*2*3*4*5*,WEST CANYON ELEMENTARY SCHOOL,624,341,0.546474358974359,Eligible,Schoolwide,N,63563,186
2007-08,139,VALLIVUE SCHOOL DISTRICT,0505,*K*1*2*3*4*5*,CENTRAL CANYON ELEMENTARY SCH,729,516,0.707818930041152,Eligible,Schoolwide,N,116000,225
2007-08,139,VALLIVUE SCHOOL DISTRICT,0519,*K*1*2*3*4*5*,BIRCH ELEMENTARY SCHOOL,559,220,0.393559928443649,Eligible,Targeted Assistance,N,30254,138
2007-08,139,VALLIVUE SCHOOL DISTRICT,0559,*K*1*2*3*4*5*6*7*8*9*10*,Thomas Jefferson Charter,321,11,0.0342679127725857,Not Eligible,Not Serving,N,0,0
2007-08,139,VALLIVUE SCHOOL DISTRICT,0582,*6*7*8*,SAGE VALLEY MIDDLE,724,374,0.516574585635359,Eligible,Not Serving,N,0,0
2007-08,139,VALLIVUE SCHOOL DISTRICT,0646,*K*1*2*3*,LAKEVUE ELEMENTARY,0,0,0.0,Not Eligible,Not Serving,N,0,0
2007-08,139,VALLIVUE SCHOOL DISTRICT,0892,*K*1*2*3*4*5*,DESERT SPRINGS ELEMENTARY,623,410,0.658105939004815,Eligible,Schoolwide Planning,N,89000,217
2007-08,139,VALLIVUE SCHOOL DISTRICT,0985,*6*7*8*,VALLIVUE MIDDLE SCHOOL,656,359,0.547256097560976,Eligible,Not Serving,N,0,0
2007-08,148,GRACE JOINT DISTRICT,0245,*7*8*9*10*11*12*,GRACE JR/SR HIGH SCHOOL,230,92,0.4,Eligible,Not Serving,N,0,0
2007-08,148,GRACE JOINT DISTRICT,0462,*1*2*3*4*5*,THATCHER ELEMENTARY SCHOOL,95,38,0.4,Eligible,Targeted Assistance,N,20430,538
2007-08,148,GRACE JOINT DISTRICT,0463,*K*1*2*3*4*5*6*,GRACE ELEMENTARY SCHOOL,163,53,0.325153374233129,Special Exception,Targeted Assistance,N,34311,647
2007-08,149,NORTH GEM DISTRICT,0077,*7*8*9*10*11*12*,NORTH GEM JR-SR HIGH,108,56,0.518518518518518,Eligible,Targeted Assistance,N,10364,185
2007-08,149,NORTH GEM DISTRICT,0464,*K*1*2*3*4*5*6*,NORTH GEM ELEMENTARY SCHOOL,68,46,0.676470588235294,Eligible,Targeted Assistance,N,25013,544
2007-08,150,SODA SPRINGS JOINT DISTRICT,0078,*5*6*7*8*,TIGERT MIDDLE SCHOOL,250,80,0.32,Not Eligible,Not Serving,Y,0,0
2007-08,150,SODA SPRINGS JOINT DISTRICT,0079,*9*10*11*12*,SODA SPRINGS HIGH SCHOOL,279,74,0.265232974910394,Not Eligible,Not Serving,N,0,0
2007-08,150,SODA SPRINGS JOINT DISTRICT,0465,*K*1*2*3*4*5*,GRAYS LAKE ELEMENTARY SCHOOL,4,4,1.0,Eligible,Not Serving,N,0,0
2007-08,150,SODA SPRINGS JOINT DISTRICT,0466,*K*1*2*3*4*,HOWARD E THIRKILL PRIMARY SCH,304,123,0.404605263157895,Eligible,Targeted Assistance,N,62743,510
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0080,*7*8*,BURLEY JUNIOR HIGH SCHOOL,506,306,0.604743083003953,Eligible,Targeted Assistance,Y,45500,149
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0081,*9*10*11*12*,BURLEY SENIOR HIGH SCHOOL,926,419,0.452483801295896,Eligible,Not Serving,Y,0,0
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0082,*7*8*9*10*11*12*,OAKLEY JR-SR HIGH SCHOOL,157,59,0.375796178343949,Eligible,Targeted Assistance,N,3900,66
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0083,*7*8*9*10*11*12*,RAFT RIVER JR-SR HIGH SCHOOL,147,95,0.646258503401361,Eligible,Targeted Assistance,N,7920,83
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0084,*9*10*11*12*,DECLO SENIOR HIGH SCHOOL,302,95,0.314569536423841,Not Eligible,Not Serving,N,0,0
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0216,*4*5*6*,WHITE PINE ELEMENTARY,707,461,0.652050919377652,Eligible,Targeted Assistance,Y,170500,370
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0238,*K*1*2*3*4*5*6*,NEWCOMER CENTER,40,40,1.0,Eligible,Targeted Assistance,N,42385,1060
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0292,*6*7*8*,DECLO JR HIGH SCHOOL,245,112,0.457142857142857,Eligible,Targeted Assistance,Y,23725,212
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0468,*K*1*2*3*,ALMO ELEMENTARY SCHOOL,11,5,0.454545454545455,Eligible,Not Serving,N,0,0
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0469,*K*1*2*3*4*5*,DECLO ELEMENTARY SCHOOL,416,197,0.473557692307692,Eligible,Targeted Assistance,Y,64025,325
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0470,*K*1*2*3*,MOUNTAIN VIEW ELEMENTARY,500,321,0.642,Eligible,Schoolwide Planning,N,115560,360
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0471,*K*1*2*3*4*5*6*,RAFT RIVER ELEMENTARY SCHOOL,158,105,0.664556962025316,Eligible,Targeted Assistance,N,40000,381
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0473,*K*1*2*3*4*5*6*,OAKLEY ELEMENTARY SCHOOL,246,123,0.5,Eligible,Schoolwide,N,44000,358
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0474,*K*1*2*3*,DWORSHAK ELEMENTARY SCHOOL,538,328,0.609665427509294,Eligible,Targeted Assistance,N,118080,360
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0475,*K*1*2*3*4*5*,ALBION ELEMENTARY SCHOOL,24,11,0.458333333333333,Eligible,Not Serving,N,0,0
2007-08,151,CASSIA COUNTY JOINT DISTRICT,0990,*7*8*9*10*11*12*,CASSIA ALTERNATIVE HIGH SCHOOL,81,66,0.814814814814815,Eligible,Targeted Assistance,Y,38000,576
2007-08,161,CLARK COUNTY DISTRICT,0085,*6*7*8*9*10*11*12*,CLARK COUNTY JUNIOR-SENIOR,89,64,0.719101123595506,Eligible,Not Serving,N,0,0
2007-08,161,CLARK COUNTY DISTRICT,0478,*K*1*2*3*4*5*,LINDY ROSS ELEMENTARY SCHOOL,108,86,0.796296296296296,Eligible,Schoolwide Planning,Y,36464,424
2007-08,171,OROFINO JOINT DISTRICT,0086,*7*8*,OROFINO JUNIOR HIGH SCHOOL,177,93,0.525423728813559,Eligible,Targeted Assistance,N,34503,371
2007-08,171,OROFINO JOINT DISTRICT,0087,*7*8*9*10*11*12*,TIMBERLINE HIGH SCHOOL,0,0,0.0,Not Eligible,Not Serving,N,0,0
2007-08,171,OROFINO JOINT DISTRICT,0088,*9*10*11*12*,OROFINO HIGH SCHOOL,350,143,0.408571428571429,Eligible,Not Serving,N,0,0
2007-08,171,OROFINO JOINT DISTRICT,0479,*K*1*2*3*4*5*6*,OROFINO ELEMENTARY SCHOOL,444,231,0.52027027027027,Eligible,Schoolwide,N,85701,371
2007-08,171,OROFINO JOINT DISTRICT,0481,*K*1*2*3*4*5*6*,CAVENDISH-TEAKEAN ELEM SCHOOL,18,4,0.222222222222222,Not Eligible,Not Serving,N,0,0
2007-08,171,OROFINO JOINT DISTRICT,0482,*K*1*2*3*4*5*6*,PECK ELEMENTARY SCHOOL,17,6,0.352941176470588,Eligible,Not Serving,N,0,0
2007-08,171,OROFINO JOINT DISTRICT,0897,*K*1*2*3*4*5*6*7*8*9*10*11*12*,TIMBERLINE ELEMENTARY,285,208,0.729824561403509,Eligible,Schoolwide,N,82800,398
2007-08,181,CHALLIS JOINT DISTRICT,0089,*7*8*9*10*11*12*,CHALLIS JR-SR HIGH SCHOOL,220,79,0.359090909090909,Eligible,Not Serving,Y,0,0
2007-08,181,CHALLIS JOINT DISTRICT,0486,*K*1*2*3*4*5*6*7*8*,STANLEY ELEM-JR HIGH SCHOOL,12,5,0.416666666666667,Eligible,Not Serving,N,0,0
2007-08,181,CHALLIS JOINT DISTRICT,0487,*K*1*2*3*4*5*6*,PATTERSON ELEMENTARY SCHOOL,12,8,0.666666666666667,Eligible,Not Serving,N,0,0
2007-08,181,CHALLIS JOINT DISTRICT,0488,*K*1*2*3*4*,CLAYTON ELEMENTARY SCHOOL,7,0,0.0,Not Eligible,Not Serving,N,0,0
2007-08,181,CHALLIS JOINT DISTRICT,0489,*K*1*2*3*4*5*6*,CHALLIS ELEMENTARY SCHOOL,201,96,0.477611940298507,Eligible,Targeted Assistance,N,88910,926
2007-08,182,MACKAY JOINT DISTRICT,0090,*7*8*9*10*11*12*,MACKAY JR-SR HIGH SCHOOL,108,30,0.277777777777778,Feeder Pattern,Not Serving,N,0,0
2007-08,182,MACKAY JOINT DISTRICT,0490,*K*1*2*3*4*5*6*,MACKAY ELEMENTARY SCHOOL,104,35,0.336538461538462,Eligible,Targeted Assistance,N,29826,852
2007-08,192,GLENNS FERRY JOINT DISTRICT,0092,*9*10*11*12*,GLENNS FERRY HIGH SCHOOL,158,110,0.69620253164557,Eligible,Schoolwide,Y,52800,480
2007-08,192,GLENNS FERRY JOINT DISTRICT,0241,*6*7*8*,GLENNS FERRY MIDDLE SCHOOL,126,87,0.69047619047619,Eligible,Schoolwide,Y,41736,480
2007-08,192,GLENNS FERRY JOINT DISTRICT,0492,*K*1*2*3*4*5*,GLENNS FERRY ELEMENTARY SCHOOL,234,168,0.717948717948718,Eligible,Schoolwide,Y,80640,480
2007-08,193,MOUNTAIN HOME DISTRICT,0093,*8*9*,MOUNTAIN HOME JUNIOR HIGH SCH,656,242,0.36890243902439,Eligible,Not Serving,Y,0,0
2007-08,193,MOUNTAIN HOME DISTRICT,0095,*10*11*12*,MOUNTAIN HOME SR HIGH SCHOOL,768,184,0.239583333333333,Not Eligible,Not Serving,Y,0,0
2007-08,193,MOUNTAIN HOME DISTRICT,0493,*K*1*2*3*4*,WEST ELEMENTARY SCHOOL,356,219,0.615168539325843,Eligible,Schoolwide,Y,154081,704
2007-08,193,MOUNTAIN HOME DISTRICT,0494,*K*1*2*3*4*,EAST ELEMENTARY SCHOOL,356,168,0.471910112359551,Eligible,Schoolwide,N,112622,670
2007-08,193,MOUNTAIN HOME DISTRICT,0495,*K*1*2*3*4*,NORTH ELEMENTARY SCHOOL,400,166,0.415,Eligible,Targeted Assistance,N,104540,630
2007-08,193,MOUNTAIN HOME DISTRICT,0502,*K*1*2*3*4*,MTN HOME AFB PRIMARY SCHOOL,284,116,0.408450704225352,Eligible,Schoolwide,N,72933,629
2007-08,193,MOUNTAIN HOME DISTRICT,0517,*K*1*2*3*4*5*6*7*8*,PINE ELEM-JR HIGH SCHOOL,7,2,0.285714285714286,Not Eligible,Not Serving,N,0,0
2007-08,193,MOUNTAIN HOME DISTRICT,0556,*5*6*7*,HACKER MIDDLE SCHOOL,874,378,0.432494279176201,Eligible,Not Serving,Y,0,0
2007-08,201,PRESTON JOINT DISTRICT,0096,*9*10*11*12*,PRESTON HIGH SCHOOL,721,297,0.411927877947295,Eligible,Targeted Assistance,Y,11785,40
2007-08,201,PRESTON JOINT DISTRICT,0291,*6*7*8*,PRESTON JR HIGH SCHOOL,559,294,0.525939177101968,Eligible,Schoolwide Planning,Y,42594,145
2007-08,201,PRESTON JOINT DISTRICT,0497,*3*4*5*,OAKWOOD ELEMENTARY SCHOOL,585,321,0.548717948717949,Eligible,Schoolwide Planning,Y,46506,145
2007-08,201,PRESTON JOINT DISTRICT,0499,*K*1*2*,PIONEER ELEMENTARY,380,198,0.521052631578947,Eligible,Schoolwide Planning,N,28686,145
2007-08,202,WEST SIDE JOINT DISTRICT,0223,*6*7*8*,HAROLD B LEE MIDDLE SCHOOL,124,74,0.596774193548387,Eligible,Targeted Assistance,N,40000,541
2007-08,202,WEST SIDE JOINT DISTRICT,0227,*9*10*11*12*,WEST SIDE SENIOR HIGH SCHOOL,174,77,0.442528735632184,Eligible,Targeted Assistance,N,24374,317
2007-08,202,WEST SIDE JOINT DISTRICT,0987,*K*1*2*3*4*5*,HAROLD B LEE ELEMENTARY SCH,264,163,0.617424242424242,Eligible,Targeted Assistance,N,80000,491
2007-08,215,FREMONT COUNTY JOINT DISTRICT,0098,*6*7*8*,SOUTH FREMONT JR HIGH,398,224,0.562814070351759,Eligible,Schoolwide Planning,Y,51500,230
2007-08,215,FREMONT COUNTY JOINT DISTRICT,0099,*9*10*11*12*,SOUTH FREMONT HIGH SCHOOL,434,187,0.430875576036866,Eligible,Not Serving,Y,0,0
2007-08,215,FREMONT COUNTY JOINT DISTRICT,0100,*6*7*8*9*10*11*12*,NORTH FREMONT JR-SR HIGH SCH,326,143,0.438650306748466,Eligible,Schoolwide Planning,Y,14105,99
2007-08,215,FREMONT COUNTY JOINT DISTRICT,0290,*K*1*2*3*,HENRY'S FORK ELEMENTARY,383,233,0.608355091383812,Eligible,Schoolwide Planning,Y,82502,354
2007-08,215,FREMONT COUNTY JOINT DISTRICT,0700,*K*1*2*3*4*5*,PARKER-EGIN ELEMENTARY SCHOOL,131,67,0.511450381679389,Eligible,Schoolwide Planning,N,14006,209
2007-08,215,FREMONT COUNTY JOINT DISTRICT,0701,*K*1*2*3*4*5*,ASHTON ELEMENTARY SCHOOL,276,171,0.619565217391304,Eligible,Schoolwide Planning,N,61000,357
2007-08,215,FREMONT COUNTY JOINT DISTRICT,0702,*4*5*,LINCOLN ELEMENTARY SCHOOL,171,119,0.695906432748538,Eligible,Schoolwide Planning,Y,43000,361
2007-08,215,FREMONT COUNTY JOINT DISTRICT,0703,*K*1*2*3*4*5*,TETON ELEMENTARY SCHOOL,103,53,0.514563106796117,Eligible,Schoolwide Planning,N,12000,226
2007-08,221,EMMETT INDEPENDENT DIST,0101,*10*11*12*,EMMETT HIGH SCHOOL,626,192,0.306709265175719,Not Eligible,Not Serving,N,0,0
2007-08,221,EMMETT INDEPENDENT DIST,0224,*7*8*9*,EMMETT JUNIOR HIGH SCHOOL,643,301,0.468118195956454,Eligible,Schoolwide Planning,Y,100000,332
2007-08,221,EMMETT INDEPENDENT DIST,0230,*4*5*6*,KENNETH CARBERRY INTERMEDIATE,413,250,0.605326876513317,Eligible,Schoolwide Planning,N,96600,386
2007-08,221,EMMETT INDEPENDENT DIST,0251,*K*1*2*3*4*5*6*,SHADOW BUTTE ELEMENTARY SCH,411,205,0.498783454987835,Eligible,Schoolwide Planning,N,74500,363
2007-08,221,EMMETT INDEPENDENT DIST,0707,*K*1*2*3*4*5*6*,SWEET-MONTOUR ELEM-JR HIGH SCH,74,39,0.527027027027027,Eligible,Schoolwide Planning,N,14500,372
2007-08,221,EMMETT INDEPENDENT DIST,0708,*K*1*2*3*,BUTTE VIEW ELEMENTARY SCHOOL,538,294,0.546468401486989,Eligible,Schoolwide Planning,N,112000,381
2007-08,221,EMMETT INDEPENDENT DIST,0710,*K*1*2*3*4*5*6*,OLA ELEM-JR HIGH SCHOOL,18,11,0.611111111111111,Eligible,Schoolwide Planning,N,4400,400
2007-08,221,EMMETT INDEPENDENT DIST,1265,*9*10*11*12*,BLACK CANYON HIGH SCHOOL,61,46,0.754098360655738,Eligible,Schoolwide Planning,N,18698,406
2007-08,231,GOODING JOINT DISTRICT,0102,*6*7*8*,GOODING MIDDLE SCHOOL,287,115,0.400696864111498,Eligible,Targeted Assistance,Y,43190,376
2007-08,231,GOODING JOINT DISTRICT,0103,*9*10*11*12*,GOODING HIGH SCHOOL,344,130,0.377906976744186,Eligible,Not Serving,Y,0,0
2007-08,231,GOODING JOINT DISTRICT,0711,*K*1*2*3*4*5*,GOODING ELEMENTARY SCHOOL,623,330,0.529695024077046,Eligible,Schoolwide Planning,Y,254641,772
2007-08,231,GOODING JOINT DISTRICT,1078,*9*10*11*12*,GOODING ACCLRTED LEARNING CNTR,61,34,0.557377049180328,Eligible,Targeted Assistance,N,25450,943
2007-08,232,WENDELL DISTRICT,0104,*5*6*7*8*,WENDELL MIDDLE SCHOOL,310,200,0.645161290322581,Eligible,Targeted Assistance,Y,80994,405
2007-08,232,WENDELL DISTRICT,0209,*9*10*11*12*,WENDELL HIGH SCHOOL,324,145,0.447530864197531,Eligible,Not Serving,N,0,0
2007-08,232,WENDELL DISTRICT,0712,*K*1*2*3*4*,WENDELL ELEMENTARY SCHOOL,448,240,0.535714285714286,Eligible,Schoolwide,N,114896,479
2007-08,233,HAGERMAN JOINT DISTRICT,0280,*K*1*2*3*4*5*6*7*8*9*10*11*12*,HAGERMAN SCHOOL,422,190,0.450236966824645,Eligible,Targeted Assistance,Y,21004,111
2007-08,234,BLISS JOINT DISTRICT,0714,*K*1*2*3*4*5*6*7*8*9*10*11*12*,BLISS SCHOOL,175,122,0.697142857142857,Eligible,Targeted Assistance,Y,31508,258
2007-08,242,COTTONWOOD JOINT DISTRICT,0108,*5*6*7*8*,PRAIRIE MIDDLE SCHOOL,133,71,0.533834586466165,Eligible,Targeted Assistance,N,19291,272
2007-08,242,COTTONWOOD JOINT DISTRICT,0111,*9*10*11*12*,PRAIRIE HIGH SCHOOL,152,74,0.486842105263158,Eligible,Not Serving,N,0,0
2007-08,242,COTTONWOOD JOINT DISTRICT,0722,*K*1*2*3*4*,PRAIRIE ELEMENTARY SCHOOL,140,75,0.535714285714286,Eligible,Targeted Assistance,N,20667,276
2007-08,243,SALMON RIVER JOINT SCHOOL DISTRICT,0110,*7*8*9*10*11*12*,SALMON RIVER JR-SR HIGH SCHOOL,74,60,0.810810810810811,Eligible,Schoolwide,N,34602,577
2007-08,243,SALMON RIVER JOINT SCHOOL DISTRICT,0716,*K*1*2*3*4*5*6*,RIGGINS ELEMENTARY SCHOOL,69,52,0.753623188405797,Eligible,Schoolwide,N,34602,665
2007-08,244,MOUNTAIN VIEW SCHOOL DISTRICT,0107,*7*8*9*10*11*12*,CLEARWATER VALLEY JR-SR HIGH,206,144,0.699029126213592,Eligible,Schoolwide Planning,N,91765,637
2007-08,244,MOUNTAIN VIEW SCHOOL DISTRICT,0109,*9*10*11*12*,GRANGEVILLE HIGH SCHOOL,220,50,0.227272727272727,Not Eligible,Not Serving,N,0,0
2007-08,244,MOUNTAIN VIEW SCHOOL DISTRICT,0715,*K*1*2*3*4*5*6*7*8*,GRANGEVILLE ELEM-JR HIGH SCH,429,166,0.386946386946387,Eligible,Schoolwide Planning,Y,105824,637
2007-08,244,MOUNTAIN VIEW SCHOOL DISTRICT,0717,*K*1*2*3*4*5*6*7*8*,ELK CITY PUBLIC SCHOOL,20,20,1.0,Eligible,Schoolwide Planning,N,12750,638
2007-08,244,MOUNTAIN VIEW SCHOOL DISTRICT,0719,*K*1*2*3*4*5*6*,CLEARWATER VALLEY ELEMENTARY,163,112,0.687116564417178,Eligible,Schoolwide Planning,N,71364,637
2007-08,251,JEFFERSON COUNTY JT DISTRICT,0052,*6*7*,MIDWAY MIDDLE SCHOOL,642,276,0.429906542056075,Eligible,Targeted Assistance,Y,62164,225
2007-08,251,JEFFERSON COUNTY JT DISTRICT,0113,*8*9*,RIGBY JUNIOR HIGH SCHOOL,648,272,0.419753086419753,Eligible,Not Serving,N,0,0
2007-08,251,JEFFERSON COUNTY JT DISTRICT,0114,*10*11*12*,RIGBY SENIOR HIGH SCHOOL,784,226,0.288265306122449,Not Eligible,Not Serving,N,0,0
2007-08,251,JEFFERSON COUNTY JT DISTRICT,0723,*K*1*2*3*4*,HARWOOD ELEMENTARY SCHOOL,555,307,0.553153153153153,Eligible,Schoolwide,N,70451,229
2007-08,251,JEFFERSON COUNTY JT DISTRICT,0724,*K*1*2*3*4*5*,MIDWAY ELEMENTARY SCHOOL,485,219,0.451546391752577,Eligible,Schoolwide,N,50054,229
2007-08,251,JEFFERSON COUNTY JT DISTRICT,0725,*K*1*2*3*4*5*,JEFFERSON ELEMENTARY SCHOOL,885,344,0.388700564971751,Eligible,Targeted Assistance,N,77187,224
2007-08,251,JEFFERSON COUNTY JT DISTRICT,0726,*K*1*2*3*4*5*,ROBERTS ELEMENTARY SCHOOL,178,110,0.617977528089888,Eligible,Schoolwide,N,49823,453
2007-08,251,JEFFERSON COUNTY JT DISTRICT,1143,*9*10*11*12*,JEFFERSON ALTERNATIVE HIGH,84,58,0.69047619047619,Eligible,Not Serving,N,0,0
2007-08,252,RIRIE JOINT DISTRICT,0228,*9*10*11*12*,RIRIE HIGH SCHOOL,216,113,0.523148148148148,Eligible,Not Serving,N,0,0
2007-08,252,RIRIE JOINT DISTRICT,0229,*5*6*7*8*,RIRIE MIDDLE SCHOOL,191,100,0.523560209424084,Eligible,Schoolwide Planning,N,31832,318
2007-08,252,RIRIE JOINT DISTRICT,0727,*K*1*2*3*4*,RIRIE ELEMENTARY SCHOOL,250,161,0.644,Eligible,Schoolwide Planning,N,61706,383
2007-08,253,WEST JEFFERSON DISTRICT,0115,*9*10*11*12*,WEST JEFFERSON HIGH SCHOOL,208,84,0.403846153846154,Eligible,Not Serving,N,0,0
2007-08,253,WEST JEFFERSON DISTRICT,0728,*K*1*2*3*4*5*6*7*8*,TERRETON ELEM-JR HIGH SCHOOL,371,219,0.590296495956873,Eligible,Targeted Assistance,Y,164632,752
2007-08,253,WEST JEFFERSON DISTRICT,0729,*K*1*2*3*4*,HAMER ELEMENTARY SCHOOL,60,21,0.35,Eligible,Targeted Assistance,N,41158,1960
2007-08,261,JEROME JOINT DISTRICT,0117,*7*8*,JEROME MIDDLE SCHOOL,535,296,0.553271028037383,Eligible,Schoolwide Planning,Y,93833,317
2007-08,261,JEROME JOINT DISTRICT,0118,*9*10*11*12*,JEROME HIGH SCHOOL,892,370,0.414798206278027,Eligible,Not Serving,Y,0,0
2007-08,261,JEROME JOINT DISTRICT,0516,*K*1*2*3*4*,HORIZON ELEMENTARY SCHOOL,703,449,0.638691322901849,Eligible,Schoolwide,N,150405,335
2007-08,261,JEROME JOINT DISTRICT,0730,*4*5*6*,CENTRAL ELEMENTARY SCHOOL,668,450,0.673652694610778,Eligible,Schoolwide,Y,151717,337
2007-08,261,JEROME JOINT DISTRICT,0731,*K*1*2*3*,JEFFERSON ELEMENTARY SCHOOL,467,285,0.610278372591006,Eligible,Schoolwide,N,94673,332
2007-08,262,VALLEY DISTRICT,0119,*K*1*2*3*4*5*6*7*8*9*10*11*12*,VALLEY SCHOOL,660,429,0.65,Eligible,Targeted Assistance,Y,117595,274
2007-08,271,COEUR D ALENE DISTRICT,0120,*6*7*8*,CANFIELD MIDDLE SCHOOL,775,189,0.243870967741935,Not Eligible,Not Serving,N,0,0
2007-08,271,COEUR D ALENE DISTRICT,0121,*6*7*8*,LAKES MIDDLE SCHOOL,625,345,0.552,Eligible,Not Serving,N,0,0
2007-08,271,COEUR D ALENE DISTRICT,0122,*9*10*11*12*,COEUR D'ALENE HIGH SCHOOL,1483,328,0.221173297370196,Not Eligible,Not Serving,N,0,0
2007-08,271,COEUR D ALENE DISTRICT,0217,*K*1*2*3*4*5*,SKYWAY ELEMENTARY SCHOOL,510,186,0.364705882352941,Eligible,Targeted Assistance,N,115690,622
2007-08,271,COEUR D ALENE DISTRICT,0220,*9*10*11*12*,LAKE CITY HIGH SCHOOL,1497,458,0.305945223780895,Not Eligible,Not Serving,N,0,0
2007-08,271,COEUR D ALENE DISTRICT,0246,*6*7*8*,WOODLAND MIDDLE SCHOOL,803,333,0.414694894146949,Eligible,Not Serving,N,0,0
2007-08,271,COEUR D ALENE DISTRICT,0506,*K*1*2*3*4*5*,HAYDEN MEADOWS ELEMENTARY SCH,536,126,0.235074626865672,Not Eligible,Not Serving,N,0,0
2007-08,271,COEUR D ALENE DISTRICT,0514,*K*1*2*3*4*5*,FERNAN ELEMENTARY SCHOOL,325,145,0.446153846153846,Eligible,Targeted Assistance,N,92000,634
2007-08,271,COEUR D ALENE DISTRICT,0626,*6*7*8*9*10*11*12*,COEUR D'ALENE CHARTER ACADEMY,413,0,0.0,Not Eligible,Not Serving,N,0,0
2007-08,271,COEUR D ALENE DISTRICT,0735,*K*1*2*3*4*5*,BORAH ELEMENTARY SCHOOL,323,190,0.588235294117647,Eligible,Targeted Assistance,N,125150,659
2007-08,271,COEUR D ALENE DISTRICT,0738,*K*1*2*3*4*5*,RAMSEY ELEMENTARY SCHOOL,494,238,0.481781376518219,Eligible,Targeted Assistance,N,150800,634
2007-08,271,COEUR D ALENE DISTRICT,0739,*K*1*2*3*4*5*,DALTON GARDENS ELEMENTARY SCH,360,67,0.186111111111111,Not Eligible,Not Serving,N,0,0
2007-08,271,COEUR D ALENE DISTRICT,0740,*K*1*2*3*4*5*,ATLAS ELEMENTARY SCHOOL,447,218,0.487695749440716,Eligible,Targeted Assistance,N,140340,644
2007-08,271,COEUR D ALENE DISTRICT,0741,*K*1*2*3*4*5*,BRYAN ELEMENTARY SCHOOL,319,153,0.479623824451411,Eligible,Targeted Assistance,N,97000,634
2007-08,271,COEUR D ALENE DISTRICT,0742,*K*1*2*3*4*5*,SORENSEN ELEMENTARY SCHOOL,207,116,0.560386473429952,Eligible,Targeted Assistance,N,76500,659
2007-08,271,COEUR D ALENE DISTRICT,0743,*K*1*2*3*4*5*,WINTON ELEMENTARY SCHOOL,242,117,0.483471074380165,Eligible,Targeted Assistance,N,75310,644
2007-08,271,COEUR D ALENE DISTRICT,1037,*7*8*9*10*11*12*,PROJ CDA-ALTERNATIVE HIGH SCHL,202,179,0.886138613861386,Eligible,Targeted Assistance,Y,89800,502
2007-08,272,LAKELAND DISTRICT,0123,*7*8*,LAKELAND JUNIOR HIGH SCHOOL,419,139,0.331742243436754,Not Eligible,Not Serving,N,0,0
2007-08,272,LAKELAND DISTRICT,0124,*9*10*11*12*,LAKELAND SENIOR HIGH SCHOOL,780,156,0.2,Not Eligible,Not Serving,N,0,0
2007-08,272,LAKELAND DISTRICT,0513,*K*1*2*3*4*5*6*,BETTY KIEFER ELEMENTARY SCHOOL,407,152,0.373464373464373,Eligible,Targeted Assistance,N,111096,731
2007-08,272,LAKELAND DISTRICT,0585,*7*8*,TIMBERLAKE JUNIOR HIGH SCHOOL,290,137,0.472413793103448,Eligible,Not Serving,N,0,0
2007-08,272,LAKELAND DISTRICT,0586,*9*10*11*12*,TIMBERLAKE SENIOR HIGH SCHOOL,490,177,0.361224489795918,Eligible,Not Serving,N,0,0
2007-08,272,LAKELAND DISTRICT,0745,*K*1*2*3*4*5*6*,SPIRIT LAKE ELEMENTARY SCHOOL,274,145,0.529197080291971,Eligible,Targeted Assistance,N,113595,783
2007-08,272,LAKELAND DISTRICT,0746,*K*1*2*3*4*5*6*,JOHN BROWN ELEMENTARY SCHOOL,372,156,0.419354838709677,Eligible,Targeted Assistance,N,118654,761
2007-08,272,LAKELAND DISTRICT,0747,*K*1*2*3*4*5*6*,ATHOL ELEMENTARY SCHOOL,320,135,0.421875,Eligible,Targeted Assistance,N,103595,767
